"approp_rt","approp_acc","approp_resp","approp_cresp","sentence_id","condition","sentence","id","type","subject","appropriateness","approp_rating"
2104,0,1,5,"11","HUHA_engineering","The saddle had a perforated shell enveloped by soft foam.",113,"metaphorical",2,"high",0
4,0,5,1,"32","HULA_engineering","The electricity was dared by the resistor.",113,"anomalous",2,"low",1
641,1,5,5,"62","LUHA_engineering","The machine adds pressure and heat to vulcanize the rubber.",113,"literal",2,"high",1
989,1,1,1,"36","HULA_engineering","The rust gardened the metal.",113,"anomalous",2,"low",0
971,1,1,1,"37","HULA_engineering","The screw flapped toward the spring.",113,"anomalous",2,"low",0
817,1,5,5,"54","LUHA_engineering","The wind pushed the wheel.",113,"literal",2,"high",1
1523,1,5,5,"73","LUHA_non-engineering","The siren howled over the city.",113,"literal",1,"high",1
5945,0,5,1,"28","HULA_engineering","The metal was parented by the brush.",113,"anomalous",2,"low",1
576,1,5,5,"52","LUHA_engineering","The paper clip stuck to the magnet.",113,"literal",2,"high",1
935,0,5,1,"39","HULA_engineering","The computers are lifted through a network.",113,"anomalous",2,"low",1
489,1,5,5,"64","LUHA_non-engineering","The water soaked the swimmer.",113,"literal",1,"high",1
390,1,5,5,"3","HUHA_engineering","The shadows were slayed by light.",113,"metaphorical",2,"high",1
455,1,5,5,"12","HUHA_engineering","The workers helped to awake the structure.",113,"metaphorical",2,"high",1
840,1,5,5,"57","LUHA_engineering","The ice slowed the river's flow.",113,"literal",2,"high",1
624,1,5,5,"10","HUHA_engineering","The nails were abused by the hammer.",113,"metaphorical",2,"high",1
1262,0,1,5,"25","HUHA_non-engineering","The musician teased the violin.",113,"metaphorical",1,"high",0
860,1,5,5,"60","LUHA_engineering","The light caused the stone to change color.",113,"literal",2,"high",1
1358,1,5,5,"134","LUHA_engineering","The pipe was secured with a seal.",113,"literal",2,"high",1
2143,1,5,5,"129","LUHA_engineering","The metal was polished by the brush.",113,"literal",2,"high",1
1446,1,1,1,"110","HULA_engineering","The fabric was cooked by glue.",113,"anomalous",2,"low",0
1175,1,5,5,"145","LUHA_non-engineering","The worm ate through the apple.",113,"literal",1,"high",1
841,0,1,5,"78","HUHA_engineering","The mechanic injured the efficiency of the motor",113,"metaphorical",2,"high",0
4686,0,1,5,"96","HUHA_non-engineering","The sun drank the dew.",113,"metaphorical",1,"high",0
12827,1,5,5,"101","HUHA_non-engineering","The sun sulked behind the clouds.",113,"metaphorical",1,"high",1
2187,0,1,5,"138","LUHA_engineering","The screw rolled toward the spring.",113,"literal",2,"high",0
792,1,1,1,"116","HULA_non-engineering","The woman stitched words into his ear.",113,"anomalous",1,"low",0
666,1,5,5,"147","LUHA_non-engineering","The ivy coated the tree.",113,"literal",1,"high",1
1445,1,1,1,"111","HULA_engineering","The nails were knitted by the hammer.",113,"anomalous",2,"low",0
1146,1,1,1,"126","HULA_non-engineering","The musician baked the violin.",113,"anomalous",1,"low",0
10256,1,5,5,"98","HUHA_non-engineering","The siren sang over the city.",113,"metaphorical",1,"high",1
846,1,5,5,"139","LUHA_engineering","The car wasted all of the gas.",113,"literal",2,"high",1
4241,1,1,1,"115","HULA_non-engineering","The researcher disappointed a theory.",113,"anomalous",1,"low",0
752,1,5,5,"130","LUHA_engineering","The new construction was sheltered by the cover.",113,"literal",2,"high",1
627,1,5,5,"132","LUHA_engineering","The technician repaired the plane's wing.",113,"literal",2,"high",1
1211,1,5,5,"137","LUHA_engineering","The rust damaged the metal.",113,"literal",2,"high",1
1360,1,1,1,"105","HULA_engineering","The rocks grew into the hole.",113,"anomalous",2,"low",0
1101,0,1,5,"95","HUHA_non-engineering","The earthquake inhaled the city.",113,"metaphorical",1,"high",0
411,0,5,1,"124","HULA_non-engineering","The echo brushed through the cave.",113,"anomalous",1,"low",1
1043,1,1,1,"109","HULA_engineering","The trains sneezed with great velocity.",113,"anomalous",2,"low",0
3422,0,1,5,"77","HUHA_engineering","The paper clip escaped to the magnet.",113,"metaphorical",2,"high",0
1093,0,1,5,"83","HUHA_engineering","The plants are motivated by temperature.",113,"metaphorical",2,"high",0
418,1,5,5,"99","HUHA_non-engineering","The song bounced in her ear.",113,"metaphorical",1,"high",1
961,1,5,5,"131","LUHA_engineering","The dam stalled the water.",113,"literal",2,"high",1
962,1,5,5,"146","LUHA_non-engineering","The flag turned in the wind.",113,"literal",1,"high",1
365,1,5,5,"85","HUHA_engineering","The light inspired the stone to change color.",113,"metaphorical",2,"high",1
4377,1,1,1,"117","HULA_non-engineering","The rain braided her lips.",113,"anomalous",1,"low",0
1253,1,5,5,"152","LUHA_non-engineering","The laughter burst through the windows.",113,"literal",1,"high",1
2597,0,1,5,"88","HUHA_engineering","The soil was groomed by the roller.",113,"metaphorical",2,"high",0
966,1,1,1,"120","HULA_non-engineering","The sun rained on the earth.",113,"anomalous",1,"low",0
8557,1,1,1,"103","HULA_engineering","The car was sewed by the brakes' force.",113,"anomalous",2,"low",0
859,1,5,5,"128","LUHA_engineering","The wind has moved the turbine.",113,"literal",2,"high",1
6630,1,5,5,"149","LUHA_non-engineering","The stars sprinkled over the desert.",113,"literal",1,"high",1
4920,0,5,1,"123","HULA_non-engineering","The brook cycled through the forest.",113,"anomalous",1,"low",1
1404,1,1,1,"104","HULA_engineering","The shadows were jiggled by light.",113,"anomalous",2,"low",0
13972,1,5,5,"80","HUHA_engineering","The speakers fostered sound.",113,"metaphorical",2,"high",1
647,1,5,5,"140","LUHA_engineering","The computers are connected through a network.",113,"literal",2,"high",1
1068,1,1,1,"107","HULA_engineering","The oil voted from the pump.",113,"anomalous",2,"low",0
2044,0,5,1,"106","HULA_engineering","The bus was garnished by electricity.",113,"anomalous",2,"low",1
10592,1,5,5,"148","LUHA_non-engineering","The volcano erupted the lava.",113,"literal",1,"high",1
795,1,1,1,"118","HULA_non-engineering","The fruits counted the cake.",113,"anomalous",1,"low",0
2614,1,1,1,"127","HULA_non-engineering","The feeling lunched over time.",113,"anomalous",1,"low",0
758,0,5,1,"114","HULA_engineering","The repairman deceived the stuck hinge with grease.",113,"anomalous",2,"low",1
3960,1,5,5,"100","HUHA_non-engineering","The thunderclouds galloped across the fields.",113,"metaphorical",1,"high",1
818,1,5,5,"150","LUHA_non-engineering","The waves flooded the beach.",113,"literal",1,"high",1
3469,1,5,5,"133","LUHA_engineering","The electricity was hindered by the resistor.",113,"literal",2,"high",1
1073,1,5,5,"144","LUHA_non-engineering","The melody floated through the air.",113,"literal",1,"high",1
916,1,5,5,"93","HUHA_non-engineering","The storm chased away the dune.",113,"metaphorical",1,"high",1
535,0,1,5,"79","HUHA_engineering","The wind governed the wheel.",113,"metaphorical",2,"high",0
422,1,5,5,"94","HUHA_non-engineering","The heat scarred the ground.",113,"metaphorical",1,"high",1
1842,1,5,5,"84","HUHA_engineering","The metals were married into a weld.",113,"metaphorical",2,"high",1
621,1,5,5,"90","HUHA_non-engineering","The moon tinted the world.",113,"metaphorical",1,"high",1
804,0,5,1,"113","HULA_engineering","The workers helped to coach the structure.",113,"anomalous",2,"low",1
711,1,5,5,"142","LUHA_non-engineering","The shooting stars lit the sky.",113,"literal",1,"high",1
1324,1,5,5,"135","LUHA_engineering","The dough spun around in the mixer.",113,"literal",2,"high",1
690,1,5,5,"97","HUHA_non-engineering","The dream highlighted the direction.",113,"metaphorical",1,"high",1
835,1,5,5,"141","LUHA_non-engineering","The clouds passed over the city.",113,"literal",1,"high",1
1304,1,5,5,"82","HUHA_engineering","The ice quieted the river's flow.",113,"metaphorical",2,"high",1
1803,1,1,1,"125","HULA_non-engineering","The morning dew debated on the meadow.",113,"anomalous",1,"low",0
1302,1,1,1,"119","HULA_non-engineering","The surfer telephoned with the waves.",113,"anomalous",1,"low",0
349,0,5,1,"112","HULA_engineering","The saddle had a perforated shell devoted by soft foam.",113,"anomalous",2,"low",1
697,0,5,1,"122","HULA_non-engineering","The gravity baptized the moon.",113,"anomalous",1,"low",1
396,0,5,1,"102","HULA_engineering","The snow was cured by the heat of the sunlight.",113,"anomalous",2,"low",1
652,1,5,5,"91","HUHA_non-engineering","The garden died in the winter.",113,"metaphorical",1,"high",1
584,1,5,5,"151","LUHA_non-engineering","The snow frosted the ground.",113,"literal",1,"high",1
732,1,1,1,"108","HULA_engineering","The weather memorized available transportation.",113,"anomalous",2,"low",0
3420,0,1,5,"86","HUHA_engineering","The intense heat mutilated the plastic.",113,"metaphorical",2,"high",0
499,1,5,5,"89","HUHA_non-engineering","The water hugged the swimmer.",113,"metaphorical",1,"high",1
872,1,5,5,"143","LUHA_non-engineering","The bee abandoned the flower.",113,"literal",1,"high",1
568,0,5,1,"121","HULA_non-engineering","The foliage trickled from the trees.",113,"anomalous",1,"low",1
984,1,5,5,"92","HUHA_non-engineering","The cloud cover quenched the country.",113,"metaphorical",1,"high",1
527,1,5,5,"81","HUHA_engineering","The air system gifted the house with good ventilation.",113,"metaphorical",2,"high",1
736,1,5,5,"136","LUHA_engineering","The knives rested in their holder.",113,"literal",2,"high",1
749,1,5,5,"87","HUHA_engineering","The machine adds pressure and heat to invigorate the rubber.",113,"metaphorical",2,"high",1
2362,1,1,1,"182","HULA_engineering","The air system threatened the house with good ventilation.",113,"anomalous",2,"low",0
1074,1,1,1,"192","HULA_non-engineering","The garden condensed in the winter.",113,"anomalous",1,"low",0
1034,0,5,1,"188","HULA_engineering","The machine adds pressure and heat to plug the rubber.",113,"anomalous",2,"low",1
384,0,5,1,"186","HULA_engineering","The light satisfied the stone to change color.",113,"anomalous",2,"low",1
668,0,1,5,"159","HUHA_engineering","The pipe was arrested with a seal.",113,"metaphorical",2,"high",0
885,1,1,1,"191","HULA_non-engineering","The moon received the world.",113,"anomalous",1,"low",0
1405,1,1,1,"178","HULA_engineering","The paper clip referred to the magnet.",113,"anomalous",2,"low",0
11009,1,5,5,"155","HUHA_engineering","The new construction was blanketed by the cover.",113,"metaphorical",2,"high",1
693,1,5,5,"208","LUHA_engineering","The oil leaked from the pump.",113,"literal",2,"high",1
749,1,5,5,"217","LUHA_non-engineering","The woman whispered words into his ear.",113,"literal",1,"high",1
1171,0,1,5,"163","HUHA_engineering","The screw raced toward the spring.",113,"metaphorical",2,"high",0
412,1,5,5,"221","LUHA_non-engineering","The sun beamed on the earth.",113,"literal",1,"high",1
390,0,5,1,"201","HULA_non-engineering","The thunderclouds paddled across the fields.",113,"anomalous",1,"low",1
742,0,1,5,"170","HUHA_non-engineering","The worm screwed through the apple.",113,"metaphorical",1,"high",0
594,1,1,1,"197","HULA_non-engineering","The sun pasted the dew.",113,"anomalous",1,"low",0
1401,1,5,5,"173","HUHA_non-engineering","The volcano vomited the lava.",113,"metaphorical",1,"high",1
905,1,5,5,"220","LUHA_non-engineering","The surfer swam with the waves.",113,"literal",1,"high",1
771,0,1,5,"169","HUHA_non-engineering","The melody fluttered through the air.",113,"metaphorical",1,"high",0
659,1,1,1,"198","HULA_non-engineering","The dream shaved the direction.",113,"anomalous",1,"low",0
913,1,1,1,"184","HULA_engineering","The plants are rejected by temperature.",113,"anomalous",2,"low",0
4236,1,5,5,"175","HUHA_non-engineering","The waves drowned the beach.",113,"metaphorical",1,"high",1
982,1,5,5,"216","LUHA_non-engineering","The researcher developed a theory.",113,"literal",1,"high",1
816,0,1,5,"203","LUHA_engineering","The snow was thawed by the heat of the sunlight.",113,"literal",2,"high",0
752,1,1,1,"181","HULA_engineering","The speakers fooled sound.",113,"anomalous",2,"low",0
1017,1,1,1,"187","HULA_engineering","The intense heat threaded the plastic.",113,"anomalous",2,"low",0
789,1,1,1,"179","HULA_engineering","The mechanic stepped the efficiency of the motor.",113,"anomalous",2,"low",0
1036,1,5,5,"228","LUHA_non-engineering","The feeling faded over time.",113,"literal",1,"high",1
692,0,5,1,"195","HULA_non-engineering","The heat swept the ground.",113,"anomalous",1,"low",1
794,1,5,5,"223","LUHA_non-engineering","The gravity influenced the moon.",113,"literal",1,"high",1
473,1,5,5,"167","HUHA_non-engineering","The shooting stars pierced the sky.",113,"metaphorical",1,"high",1
16025,1,1,1,"194","HULA_non-engineering","The storm ridiculed the dune.",113,"anomalous",1,"low",0
964,0,1,5,"154","HUHA_engineering","The metal was healed by the brush.",113,"metaphorical",2,"high",0
704,0,1,5,"158","HUHA_engineering","The electricity was strangled by the resistor.",113,"metaphorical",2,"high",0
1192,1,5,5,"219","LUHA_non-engineering","The fruits surrounded the cake.",113,"literal",1,"high",1
773,1,1,1,"180","HULA_engineering","The wind measured the wheel.",113,"anomalous",2,"low",0
1145,1,1,1,"185","HULA_engineering","The metals were scared into a weld.",113,"anomalous",2,"low",0
605,1,5,5,"218","LUHA_non-engineering","The rain wetted her lips.",113,"literal",1,"high",1
6584,0,1,5,"153","HUHA_engineering","The wind has tickled the turbine.",113,"metaphorical",2,"high",0
536,1,5,5,"171","HUHA_non-engineering","The flag stretched in the wind.",113,"metaphorical",1,"high",1
682,1,5,5,"213","LUHA_engineering","The saddle has a perforated shell covered by soft foam.",113,"literal",2,"high",1
1790,1,5,5,"164","HUHA_engineering","The car spent all of the gas.",113,"metaphorical",2,"high",1
627,0,1,5,"162","HUHA_engineering","The rust infected the metal.",113,"metaphorical",2,"high",0
4466,1,1,1,"196","HULA_non-engineering","The earthquake defrosted the city.",113,"anomalous",1,"low",0
916,1,5,5,"177","HUHA_non-engineering","The laughter spilled through the windows.",113,"metaphorical",1,"high",1
7438,0,1,5,"165","HUHA_engineering","The computers are chattering through a network.",113,"metaphorical",2,"high",0
747,1,5,5,"227","LUHA_non-engineering","The musician tuned the violin.",113,"literal",1,"high",1
941,1,5,5,"176","HUHA_non-engineering","The snow devoured the ground.",113,"metaphorical",1,"high",1
890,1,1,1,"190","HULA_non-engineering","The water canceled the swimmer.",113,"anomalous",1,"low",0
1254,1,5,5,"215","LUHA_engineering","The repairman loosened the stuck hinge with grease.",113,"literal",2,"high",1
441,1,5,5,"161","HUHA_engineering","The knives lounged in their holder.",113,"metaphorical",2,"high",1
781,1,5,5,"204","LUHA_engineering","The car was halted by the brakes' force.",113,"literal",2,"high",1
376,0,5,1,"183","HULA_engineering","The ice perfected the river's flow.",113,"anomalous",2,"low",1
482,1,5,5,"224","LUHA_non-engineering","The brook wound through the forest.",113,"literal",1,"high",1
660,1,5,5,"225","LUHA_non-engineering","The echo resounded through the cave.",113,"literal",1,"high",1
879,1,5,5,"166","HUHA_non-engineering","The clouds wandered over the city.",113,"metaphorical",1,"high",1
646,1,5,5,"212","LUHA_engineering","The nails were struck by the hammer.",113,"literal",2,"high",1
2658,0,1,5,"168","HUHA_non-engineering","The bee bewitched the flower.",113,"metaphorical",1,"high",0
1164,1,5,5,"226","LUHA_non-engineering","The morning dew laid on the meadow.",113,"literal",1,"high",1
878,0,1,5,"156","HUHA_engineering","The dam suffocated the water.",113,"metaphorical",2,"high",0
1168,0,1,5,"172","HUHA_non-engineering","The ivy stifled the tree.",113,"metaphorical",1,"high",0
1524,1,1,1,"199","HULA_non-engineering","The siren ironed over the city.",113,"anomalous",1,"low",0
