"unusual_rt","unusual_acc","unusual_resp","unusual_cresp","approp_rt","approp_acc","approp_resp","approp_cresp","sentence_id","condition","sentence","id","type","engineering","appropriateness","unusualness","Appropriate.ACC","Unusual.ACC"
1323,1,5,5,144,0,5,1,"180","HULA_engineering","The wind measured the wheel.",107,"Anomalous","eng","low","high","Appropriate","Unusual"
344,1,5,5,63,0,5,1,"194","HULA_non-engineering","The storm ridiculed the dune.",107,"Anomalous","non","low","high","Appropriate","Unusual"
2676,1,5,5,101,0,5,1,"196","HULA_non-engineering","The earthquake defrosted the city.",107,"Anomalous","non","low","high","Appropriate","Unusual"
1,0,5,1,106,1,5,5,"203","LUHA_engineering","The snow was thawed by the heat of the sunlight.",107,"Literal","eng","high","low","Appropriate","Unusual"
1064,0,1,5,26,1,1,1,"200","HULA_non-engineering","The song rowed in her ear.",107,"Anomalous","non","low","high","Inappropriate","Usual"
299,1,5,5,91,1,5,5,"163","HUHA_engineering","The screw raced toward the spring.",107,"Metaphorical","eng","high","high","Appropriate","Unusual"
3368,1,1,1,55,1,5,5,"215","LUHA_engineering","The repairman loosened the stuck hinge with grease.",107,"Literal","eng","high","low","Appropriate","Usual"
980,1,1,1,79,1,5,5,"222","LUHA_non-engineering","The foliage dropped from the trees.",107,"Literal","non","high","low","Appropriate","Usual"
546,1,1,1,3,1,5,5,"214","LUHA_engineering","The workers helped to build the structure.",107,"Literal","eng","high","low","Appropriate","Usual"
1437,1,5,5,50,0,5,1,"178","HULA_engineering","The paper clip referred to the magnet.",107,"Anomalous","eng","low","high","Appropriate","Unusual"
1138,1,1,1,103,1,5,5,"205","LUHA_engineering","The shadows were engulfed by light.",107,"Literal","eng","high","low","Appropriate","Usual"
241,1,5,5,97,1,5,5,"159","HUHA_engineering","The pipe was arrested with a seal.",107,"Metaphorical","eng","high","high","Appropriate","Unusual"
398,1,1,1,114,1,5,5,"218","LUHA_non-engineering","The rain wetted her lips.",107,"Literal","non","high","low","Appropriate","Usual"
284,1,5,5,81,1,5,5,"160","HUHA_engineering","The dough waltzed around in the mixer.",107,"Metaphorical","eng","high","high","Appropriate","Unusual"
1241,1,1,1,38,1,5,5,"223","LUHA_non-engineering","The gravity influenced the moon.",107,"Literal","non","high","low","Appropriate","Usual"
1622,1,5,5,147,1,5,5,"173","HUHA_non-engineering","The volcano vomited the lava.",107,"Metaphorical","non","high","high","Appropriate","Unusual"
156,1,1,1,13,0,1,5,"211","LUHA_engineering","The fabric was bonded by glue.",107,"Literal","eng","high","low","Inappropriate","Usual"
900,0,1,5,74,1,5,5,"177","HUHA_non-engineering","The laughter spilled through the windows.",107,"Metaphorical","non","high","high","Appropriate","Usual"
674,1,5,5,26,1,5,5,"170","HUHA_non-engineering","The worm screwed through the apple.",107,"Metaphorical","non","high","high","Appropriate","Unusual"
2307,1,5,5,249,1,5,5,"154","HUHA_engineering","The metal was healed by the brush.",107,"Metaphorical","eng","high","high","Appropriate","Unusual"
1630,0,1,5,47,0,1,5,"176","HUHA_non-engineering","The snow devoured the ground.",107,"Metaphorical","non","high","high","Inappropriate","Usual"
700,1,1,1,43,1,5,5,"228","LUHA_non-engineering","The feeling faded over time.",107,"Literal","non","high","low","Appropriate","Usual"
595,0,1,5,26,1,5,5,"166","HUHA_non-engineering","The clouds wandered over the city.",107,"Metaphorical","non","high","high","Appropriate","Usual"
365,0,5,1,66,1,5,5,"224","LUHA_non-engineering","The brook wound through the forest.",107,"Literal","non","high","low","Appropriate","Unusual"
1983,1,5,5,32,1,1,1,"202","HULA_non-engineering","The sun crocheted behind the clouds.",107,"Anomalous","non","low","high","Inappropriate","Unusual"
446,1,5,5,108,0,1,5,"153","HUHA_engineering","The wind has tickled the turbine.",107,"Metaphorical","eng","high","high","Inappropriate","Unusual"
1086,1,1,1,8,1,5,5,"226","LUHA_non-engineering","The morning dew laid on the meadow.",107,"Literal","non","high","low","Appropriate","Usual"
1685,1,5,5,4462,0,5,1,"191","HULA_non-engineering","The moon received the world.",107,"Anomalous","non","low","high","Appropriate","Unusual"
1851,0,5,1,1949,0,1,5,"67","LUHA_non-engineering","The cloud cover darkened the country.",113,"Literal","non","high","low","Inappropriate","Unusual"
2481,1,1,1,1514,1,5,5,"74","LUHA_non-engineering","The song echoed in her ear.",113,"Literal","non","high","low","Appropriate","Usual"
9151,1,5,5,104,1,5,5,"22","HUHA_non-engineering","The brook scurried through the forest.",113,"Metaphorical","non","high","high","Appropriate","Unusual"
4803,0,1,5,1197,1,5,5,"16","HUHA_non-engineering","The rain kissed her lips.",113,"Metaphorical","non","high","high","Appropriate","Usual"
15214,1,5,5,3020,1,1,1,"43","HULA_non-engineering","The melody enrolled through the air.",113,"Anomalous","non","low","high","Inappropriate","Unusual"
3632,1,5,5,1987,0,1,5,"21","HUHA_non-engineering","The gravity pressured the moon.",113,"Metaphorical","non","high","high","Inappropriate","Unusual"
3167,1,5,5,10592,0,1,5,"2","HUHA_engineering","The car was interrupted by the brakes' force.",113,"Metaphorical","eng","high","high","Inappropriate","Unusual"
6981,0,1,5,1296,1,5,5,"17","HUHA_non-engineering","The fruits crowned the cake.",113,"Metaphorical","non","high","high","Appropriate","Usual"
7826,1,5,5,6366,1,1,1,"48","HULA_non-engineering","The stars served over the desert.",113,"Anomalous","non","low","high","Inappropriate","Unusual"
18532,1,5,5,3456,0,1,5,"9","HUHA_engineering","The fabric was zipped by glue.",113,"Metaphorical","eng","high","high","Inappropriate","Unusual"
13132,0,1,5,1724,1,5,5,"23","HUHA_non-engineering","The echo trembled through the cave.",113,"Metaphorical","non","high","high","Appropriate","Usual"
2761,0,1,5,1687,1,5,5,"8","HUHA_engineering","The trains charged with great velocity.",113,"Metaphorical","eng","high","high","Appropriate","Usual"
4053,1,5,5,1994,1,1,1,"49","HULA_non-engineering","The waves excused the beach.",113,"Anomalous","non","low","high","Inappropriate","Unusual"
12802,1,1,1,3284,1,5,5,"59","LUHA_engineering","The metals were fused into a weld.",113,"Literal","eng","high","low","Appropriate","Usual"
12264,1,5,5,9640,1,1,1,"29","HULA_engineering","The new construction was chopped by the cover.",113,"Anomalous","eng","low","high","Inappropriate","Unusual"
6958,1,1,1,2139,1,5,5,"71","LUHA_non-engineering","The sun evaporated the dew.",113,"Literal","non","high","low","Appropriate","Usual"
1687,1,1,1,1218,1,5,5,"53","LUHA_engineering","The mechanic decreased the efficiency of the motor.",113,"Literal","eng","high","low","Appropriate","Usual"
1324,1,1,1,941,1,5,5,"75","LUHA_non-engineering","The thunderclouds drifted across the fields.",113,"Literal","non","high","low","Appropriate","Usual"
10022,1,5,5,2847,0,1,5,"1","HUHA_engineering","The snow was reformed by the heat of the sunlight.",113,"Metaphorical","eng","high","high","Inappropriate","Unusual"
11439,1,1,1,9628,1,5,5,"68","LUHA_non-engineering","The storm blew away the dune.",113,"Literal","non","high","low","Appropriate","Usual"
15950,0,1,5,2440,1,5,5,"6","HUHA_engineering","The oil ferried from the pump.",113,"Metaphorical","eng","high","high","Appropriate","Usual"
5213,1,5,5,1887,0,1,5,"4","HUHA_engineering","The rocks hopped into the hole.",113,"Metaphorical","eng","high","high","Inappropriate","Unusual"
2867,0,1,5,1405,0,5,1,"47","HULA_non-engineering","The volcano pummeled the lava.",113,"Anomalous","non","low","high","Appropriate","Usual"
1955,1,1,1,1101,1,5,5,"76","LUHA_non-engineering","The sun shone behind the clouds.",113,"Literal","non","high","low","Appropriate","Usual"
10552,0,5,1,2042,1,5,5,"65","LUHA_non-engineering","The moon brightened the world.",113,"Literal","non","high","low","Appropriate","Unusual"
13707,1,1,1,1661,1,5,5,"70","LUHA_non-engineering","The earthquake devastated the city.",113,"Literal","non","high","low","Appropriate","Usual"
1762,1,1,1,1016,1,5,5,"55","LUHA_engineering","The speakers produced sound.",113,"Literal","eng","high","low","Appropriate","Usual"
6232,1,5,5,7092,1,5,5,"15","HUHA_non-engineering","The woman dripped words into his ear.",113,"Metaphorical","non","high","high","Appropriate","Unusual"
14397,0,1,5,3070,1,5,5,"20","HUHA_non-engineering","The foilage staggered from the trees",113,"Metaphorical","non","high","high","Appropriate","Usual"
7770,0,1,5,934,0,5,1,"42","HULA_non-engineering","The bee potted the flower.",113,"Anomalous","non","low","high","Appropriate","Usual"
27146,1,5,5,779,1,5,5,"14","HUHA_non-engineering","The researcher born a theory.",113,"Metaphorical","non","high","high","Appropriate","Unusual"
11571,1,5,5,14958,1,1,1,"40","HULA_non-engineering","The clouds trained over the city.",113,"Anomalous","non","low","high","Inappropriate","Unusual"
3832,0,5,1,1264,0,1,5,"63","LUHA_engineering","The soil was flattened by the roller.",113,"Literal","eng","high","low","Inappropriate","Unusual"
1751,1,5,5,1300,1,1,1,"27","HULA_engineering","The wind has eaten the turbine.",113,"Anomalous","eng","low","high","Inappropriate","Unusual"
9950,1,5,5,839,1,5,5,"13","HUHA_engineering","The repairman freed the stuck hinge with grease.",113,"Metaphorical","eng","high","high","Appropriate","Unusual"
19313,1,5,5,750,0,5,1,"46","HULA_non-engineering","The ivy glazed the tree.",113,"Anomalous","non","low","high","Appropriate","Unusual"
9289,1,5,5,2733,1,1,1,"30","HULA_engineering","The dam spooked the water.",113,"Anomalous","eng","low","high","Inappropriate","Unusual"
11307,1,5,5,695,0,5,1,"34","HULA_engineering","The dough goofed around in the mixer.",113,"Anomalous","eng","low","high","Appropriate","Unusual"
1455,0,1,5,931,1,5,5,"26","HUHA_non-engineering","The feeling sank over time.",113,"Metaphorical","non","high","high","Appropriate","Usual"
2728,1,5,5,4142,1,1,1,"41","HULA_non-engineering","The shooting stars returned the sky.",113,"Anomalous","non","low","high","Inappropriate","Unusual"
2334,0,1,5,1659,1,5,5,"24","HUHA_non-engineering","The morning dew slept on the meadow.",113,"Metaphorical","non","high","high","Appropriate","Usual"
2362,1,5,5,1056,1,1,1,"35","HULA_engineering","The knives exhaled in their holder.",113,"Anomalous","eng","low","high","Inappropriate","Unusual"
6207,1,5,5,3681,0,1,5,"19","HUHA_non-engineering","The sun hammered on the earth.",113,"Metaphorical","non","high","high","Inappropriate","Unusual"
1435,1,1,1,1407,1,5,5,"61","LUHA_engineering","The intense heat melted the plastic.",113,"Literal","eng","high","low","Appropriate","Usual"
980,1,1,1,969,1,5,5,"58","LUHA_engineering","The plants are affected by temperature.",113,"Literal","eng","high","low","Appropriate","Usual"
1284,1,1,1,1424,1,5,5,"69","LUHA_non-engineering","The heat dried the ground.",113,"Literal","non","high","low","Appropriate","Usual"
11207,1,5,5,9025,1,1,1,"50","HULA_non-engineering","The snow rubbed the ground.",113,"Anomalous","non","low","high","Inappropriate","Unusual"
1121,1,1,1,971,1,5,5,"66","LUHA_non-engineering","The garden froze in the winter.",113,"Literal","non","high","low","Appropriate","Usual"
10417,1,5,5,13094,0,5,1,"45","HULA_non-engineering","The flag showered in the wind.",113,"Anomalous","non","low","high","Appropriate","Unusual"
2114,0,1,5,1122,1,5,5,"5","HUHA_engineering","The bus was stimulated by electricity.",113,"Metaphorical","eng","high","high","Appropriate","Usual"
1100,1,1,1,889,1,5,5,"56","LUHA_engineering","The air system supplied the house with good ventilation.",113,"Literal","eng","high","low","Appropriate","Usual"
7585,1,5,5,1670,1,5,5,"7","HUHA_engineering","The weather handicapped available transportation.",113,"Metaphorical","eng","high","high","Appropriate","Unusual"
2439,1,1,1,986,1,5,5,"72","LUHA_non-engineering","The dream pointed the direction.",113,"Literal","non","high","low","Appropriate","Usual"
3063,0,1,5,1243,0,5,1,"38","HULA_engineering","The car gutted all of the gas.",113,"Anomalous","eng","low","high","Appropriate","Usual"
2774,0,1,5,1052,0,5,1,"31","HULA_engineering","The technician folded the plane's wing.",113,"Anomalous","eng","low","high","Appropriate","Usual"
11249,0,1,5,870,1,5,5,"18","HUHA_non-engineering","The surfer quarreled with the waves.",113,"Metaphorical","non","high","high","Appropriate","Usual"
17915,1,5,5,448,0,5,1,"51","HULA_non-engineering","The laughter graduated through the windows.",113,"Anomalous","non","low","high","Appropriate","Unusual"
6233,1,5,5,8570,1,1,1,"33","HULA_engineering","The pipe was inquired with a seal.",113,"Anomalous","eng","low","high","Inappropriate","Unusual"
7209,1,5,5,22453,0,5,1,"44","HULA_non-engineering","The worm snored through the apple.",113,"Anomalous","non","low","high","Appropriate","Unusual"
1556,1,5,5,2104,0,1,5,"11","HUHA_engineering","The saddle had a perforated shell enveloped by soft foam.",113,"Metaphorical","eng","high","high","Inappropriate","Unusual"
3555,1,5,5,4,0,5,1,"32","HULA_engineering","The electricity was dared by the resistor.",113,"Anomalous","eng","low","high","Appropriate","Unusual"
14658,0,5,1,641,1,5,5,"62","LUHA_engineering","The machine adds pressure and heat to vulcanize the rubber.",113,"Literal","eng","high","low","Appropriate","Unusual"
1978,1,5,5,989,1,1,1,"36","HULA_engineering","The rust gardened the metal.",113,"Anomalous","eng","low","high","Inappropriate","Unusual"
3871,1,5,5,971,1,1,1,"37","HULA_engineering","The screw flapped toward the spring.",113,"Anomalous","eng","low","high","Inappropriate","Unusual"
17077,1,1,1,817,1,5,5,"54","LUHA_engineering","The wind pushed the wheel.",113,"Literal","eng","high","low","Appropriate","Usual"
2567,1,1,1,1523,1,5,5,"73","LUHA_non-engineering","The siren howled over the city.",113,"Literal","non","high","low","Appropriate","Usual"
6568,0,1,5,5945,0,5,1,"28","HULA_engineering","The metal was parented by the brush.",113,"Anomalous","eng","low","high","Appropriate","Usual"
30158,0,5,1,576,1,5,5,"52","LUHA_engineering","The paper clip stuck to the magnet.",113,"Literal","eng","high","low","Appropriate","Unusual"
6550,0,1,5,935,0,5,1,"39","HULA_engineering","The computers are lifted through a network.",113,"Anomalous","eng","low","high","Appropriate","Usual"
1991,0,5,1,489,1,5,5,"64","LUHA_non-engineering","The water soaked the swimmer.",113,"Literal","non","high","low","Appropriate","Unusual"
3927,1,5,5,390,1,5,5,"3","HUHA_engineering","The shadows were slayed by light.",113,"Metaphorical","eng","high","high","Appropriate","Unusual"
8219,1,5,5,455,1,5,5,"12","HUHA_engineering","The workers helped to awake the structure.",113,"Metaphorical","eng","high","high","Appropriate","Unusual"
19207,1,1,1,840,1,5,5,"57","LUHA_engineering","The ice slowed the river's flow.",113,"Literal","eng","high","low","Appropriate","Usual"
3712,1,5,5,624,1,5,5,"10","HUHA_engineering","The nails were abused by the hammer.",113,"Metaphorical","eng","high","high","Appropriate","Unusual"
2086,1,5,5,1262,0,1,5,"25","HUHA_non-engineering","The musician teased the violin.",113,"Metaphorical","non","high","high","Inappropriate","Unusual"
1807,1,1,1,860,1,5,5,"60","LUHA_engineering","The light caused the stone to change color.",113,"Literal","eng","high","low","Appropriate","Usual"
1978,1,1,1,1358,1,5,5,"134","LUHA_engineering","The pipe was secured with a seal.",113,"Literal","eng","high","low","Appropriate","Usual"
2908,1,1,1,2143,1,5,5,"129","LUHA_engineering","The metal was polished by the brush.",113,"Literal","eng","high","low","Appropriate","Usual"
1531,1,5,5,1446,1,1,1,"110","HULA_engineering","The fabric was cooked by glue.",113,"Anomalous","eng","low","high","Inappropriate","Unusual"
2093,1,1,1,1175,1,5,5,"145","LUHA_non-engineering","The worm ate through the apple.",113,"Literal","non","high","low","Appropriate","Usual"
6816,1,5,5,841,0,1,5,"78","HUHA_engineering","The mechanic injured the efficiency of the motor",113,"Metaphorical","eng","high","high","Inappropriate","Unusual"
6795,1,5,5,4686,0,1,5,"96","HUHA_non-engineering","The sun drank the dew.",113,"Metaphorical","non","high","high","Inappropriate","Unusual"
7389,1,5,5,12827,1,5,5,"101","HUHA_non-engineering","The sun sulked behind the clouds.",113,"Metaphorical","non","high","high","Appropriate","Unusual"
